PRISM Time Series Data
Location:  Lat: 44.8983   Lon: -89.7591   Elev: 1243ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2009-01-01 - 2020-12-01
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2023-Apr-11
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2014-12-27,0.26,26.0,30.5,34.9,30.4,0.05,0.74
2014-12-28,0.15,9.8,20.9,31.9,20.3,0.05,0.97
2014-12-29,0.00,2.5,10.9,19.2,7.2,0.20,0.66
2014-12-30,0.00,-8.8,0.8,10.5,-4.7,0.23,0.80
2014-12-31,0.00,-10.4,-4.2,1.9,-11.4,0.19,0.58
2015-01-01,0.01,-9.2,1.4,12.0,-1.1,0.18,0.92
2015-01-02,0.05,0.1,11.0,22.0,8.0,0.26,1.12
2015-01-03,0.05,-2.7,9.3,21.3,5.0,0.17,1.89
2015-01-04,0.13,13.6,21.0,28.5,21.0,0.18,0.75
2015-01-05,0.00,-16.3,-2.1,12.0,-12.2,0.16,0.75
2015-01-06,0.00,-16.4,-9.5,-2.6,-14.3,0.17,0.48
2015-01-07,0.00,-9.5,-2.9,3.8,-9.5,0.20,0.65
2015-01-08,0.00,-11.1,-8.6,-6.1,-17.4,0.22,0.53
2015-01-09,0.12,-7.6,-1.7,4.3,-5.8,0.19,0.60
2015-01-10,0.00,-9.3,-4.8,-0.4,-11.8,0.17,0.63
2015-01-11,0.00,-8.2,3.7,15.5,0.5,0.19,1.25
2015-01-12,0.00,-4.2,7.1,18.4,2.7,0.22,1.78
2015-01-13,0.00,-15.4,-2.1,11.2,-9.4,0.16,1.15
2015-01-14,0.00,-16.1,-0.5,15.0,-2.0,0.10,1.10
2015-01-15,0.00,8.2,14.5,20.7,13.6,0.19,0.64
2015-01-16,0.00,17.8,24.5,31.1,18.3,0.40,1.78
2015-01-17,0.00,16.1,20.7,25.3,12.5,0.29,1.44
2015-01-18,0.00,24.9,30.4,35.9,27.3,0.20,1.77
2015-01-19,0.00,24.5,29.3,34.1,23.4,0.62,2.05
2015-01-20,0.11,21.0,23.4,25.8,19.8,0.30,1.15
2015-01-21,0.00,20.1,22.4,24.7,20.2,0.12,0.76
2015-01-22,0.00,20.6,23.3,26.0,21.1,0.08,1.03
2015-01-23,0.00,21.4,24.9,28.4,19.3,0.48,1.60
2015-01-24,0.00,25.4,29.0,32.6,24.8,0.46,1.74
2015-01-25,0.00,17.3,26.6,35.8,25.5,0.31,1.55
2015-01-26,0.00,9.3,15.2,21.1,7.3,0.40,1.80
2015-01-27,0.11,13.7,17.8,21.9,17.6,0.18,0.76
2015-01-28,0.00,21.6,23.1,24.6,20.2,0.17,0.81
2015-01-29,0.00,23.8,26.3,28.8,22.2,0.22,1.39
2015-01-30,0.00,11.1,21.7,32.4,14.8,0.45,2.58
2015-01-31,0.00,8.9,14.2,19.5,6.0,0.58,1.57
2015-02-01,0.00,10.0,18.1,26.2,12.8,0.58,1.42
2015-02-02,0.00,-6.6,2.9,12.5,-0.9,0.18,1.15
2015-02-03,0.00,-7.4,2.3,11.9,-4.5,0.19,1.35
2015-02-04,0.02,-1.8,7.1,15.9,4.8,0.20,1.30
2015-02-05,0.00,-11.1,0.6,12.2,-6.8,0.20,1.41
2015-02-06,0.00,-11.3,2.3,15.9,-3.9,0.20,1.95
2015-02-07,0.00,10.6,18.0,25.5,10.8,0.45,2.21
2015-02-08,0.00,18.0,23.1,28.2,21.8,0.12,1.23
2015-02-09,0.00,12.5,17.6,22.8,15.3,0.29,0.92
2015-02-10,0.00,7.2,16.3,25.5,8.5,0.27,2.15
2015-02-11,0.13,10.0,17.3,24.7,17.3,0.16,1.34
2015-02-12,0.00,1.8,13.6,25.3,6.0,0.46,1.58
2015-02-13,0.00,-4.8,3.3,11.3,-7.0,0.28,1.38
2015-02-14,0.00,1.5,10.7,19.9,5.4,0.40,1.21
2015-02-15,0.00,-10.4,-4.4,1.7,-15.0,0.26,0.90
2015-02-16,0.00,-8.6,-1.1,6.5,-7.8,0.31,1.09
2015-02-17,0.00,-1.1,5.8,12.8,2.4,0.19,0.96
2015-02-18,0.00,-6.6,0.7,8.0,-5.2,0.20,0.91
2015-02-19,0.00,-17.3,-9.9,-2.4,-19.1,0.19,0.74
2015-02-20,0.00,-17.6,-7.6,2.5,-17.8,0.16,0.94
2015-02-21,0.02,-6.3,3.7,13.7,3.7,0.25,0.76
2015-02-22,0.00,-3.7,9.5,22.6,4.7,0.23,1.68
2015-02-23,0.00,-17.1,-7.1,2.9,-16.6,0.22,0.95
2015-02-24,0.00,-17.2,-0.6,15.9,-10.0,0.20,1.43
2015-02-25,0.00,-3.2,13.1,29.4,-0.2,0.39,3.65
2015-02-26,0.00,-8.4,2.6,13.6,-6.7,0.23,1.52
2015-02-27,0.00,-10.7,-0.3,10.2,-10.8,0.20,1.32
2015-02-28,0.00,-9.8,1.6,13.0,-8.2,0.18,1.47
2015-03-01,0.00,-9.0,4.6,18.2,-2.2,0.19,2.12
2015-03-02,0.00,7.1,13.7,20.4,7.5,0.37,1.56
2015-03-03,0.00,7.5,16.1,24.8,7.7,0.39,2.71
2015-03-04,0.08,1.1,14.1,27.1,12.0,0.24,1.67
2015-03-05,0.00,-11.4,-1.1,9.3,-11.6,0.28,1.34
2015-03-06,0.00,-10.9,-0.5,9.8,-9.9,0.25,1.29
2015-03-07,0.00,-0.5,14.3,29.2,9.5,0.23,2.70
2015-03-08,0.00,18.7,28.7,38.8,18.2,0.57,4.30
2015-03-09,0.00,21.8,31.0,40.2,23.4,0.32,3.55
2015-03-10,0.00,26.0,37.7,49.5,28.8,0.39,6.69
2015-03-11,0.00,26.3,41.8,57.3,29.2,0.57,9.41
2015-03-12,0.00,27.2,39.9,52.6,24.2,0.96,9.26
2015-03-13,0.00,31.4,42.2,52.9,28.1,0.90,9.32
2015-03-14,0.00,36.6,49.1,61.5,37.3,0.95,9.78
2015-03-15,0.00,26.0,38.5,51.0,29.3,0.29,6.79
2015-03-16,0.00,28.2,43.1,58.1,33.1,0.39,10.76
2015-03-17,0.00,27.9,43.1,58.3,30.3,1.07,10.43
2015-03-18,0.00,26.1,32.8,39.5,10.0,1.89,6.19
2015-03-19,0.00,27.9,36.4,44.8,17.7,1.33,7.08
2015-03-20,0.00,29.6,38.1,46.5,22.5,1.31,6.96
2015-03-21,0.09,28.7,40.2,51.7,31.4,0.44,7.24
2015-03-22,0.00,26.3,32.2,38.2,12.3,1.68,5.36
2015-03-23,0.00,25.9,32.2,38.5,13.5,1.20,5.68
2015-03-24,0.00,18.0,28.2,38.4,14.7,0.45,5.29
2015-03-25,0.27,20.6,32.7,44.7,18.9,0.18,6.90
2015-03-26,0.00,26.8,31.6,36.4,26.5,0.23,2.37
2015-03-27,0.00,11.9,20.6,29.4,11.5,0.64,2.47
2015-03-28,0.00,11.9,21.6,31.4,6.5,0.40,4.21
2015-03-29,0.00,14.3,26.6,39.0,12.3,0.53,5.61
2015-03-30,0.11,29.9,34.2,38.5,29.5,0.21,2.51
2015-03-31,0.12,29.9,40.9,51.8,31.4,0.10,8.46
2015-04-01,0.00,29.6,43.0,56.5,31.1,0.09,10.28
2015-04-02,0.05,33.9,51.5,69.1,37.1,0.66,17.32
2015-04-03,0.00,33.1,47.5,61.8,27.0,1.20,15.29
2015-04-04,0.00,25.2,31.8,38.5,17.2,1.28,4.97
2015-04-05,0.01,29.1,39.3,49.5,21.7,0.72,9.09
2015-04-06,0.07,30.8,40.7,50.5,29.0,0.41,8.31
2015-04-07,0.05,31.9,36.0,40.2,30.4,0.40,2.78
2015-04-08,0.15,32.7,38.6,44.4,22.1,0.54,7.08
2015-04-09,0.31,32.8,37.1,41.5,32.9,0.14,2.45
2015-04-10,1.27,31.3,35.1,38.8,34.4,0.05,0.72
2015-04-11,0.00,27.3,38.2,49.2,30.7,0.14,6.67
2015-04-12,0.00,29.7,45.5,61.3,31.3,0.17,12.62
2015-04-13,0.08,46.5,58.8,71.1,40.1,0.72,17.59
2015-04-14,0.00,31.7,46.1,60.5,26.8,0.68,13.83
2015-04-15,0.00,37.4,51.4,65.4,21.8,2.23,18.22
2015-04-16,0.00,35.4,49.5,63.7,20.7,2.44,16.75
2015-04-17,0.00,41.9,55.6,69.3,32.5,2.38,19.19
2015-04-18,0.00,45.0,59.8,74.6,38.1,3.26,21.09
2015-04-19,0.00,44.6,53.2,61.9,24.6,4.42,14.73
2015-04-20,0.20,41.4,53.2,64.9,35.9,0.47,13.66
2015-04-21,0.30,32.6,36.8,41.0,31.8,0.26,2.58
2015-04-22,0.06,28.5,34.2,40.0,26.2,0.50,3.46
2015-04-23,0.00,27.4,33.1,38.7,21.5,1.07,4.06
2015-04-24,0.00,26.4,37.9,49.5,17.3,1.16,9.35
2015-04-25,0.00,33.2,44.4,55.7,23.5,1.36,11.93
2015-04-26,0.00,31.1,43.8,56.5,19.4,1.98,12.56
2015-04-27,0.00,34.3,47.5,60.7,24.8,1.29,14.51
2015-04-28,0.00,34.0,49.8,65.6,29.7,0.67,16.32
2015-04-29,0.00,40.5,53.9,67.2,33.4,1.67,17.14
2015-04-30,0.00,35.0,48.7,62.4,29.5,1.25,14.72
2015-05-01,0.00,37.4,50.0,62.6,33.8,0.88,13.10
2015-05-02,0.00,45.3,56.9,68.4,36.3,2.50,17.74
2015-05-03,0.00,53.5,64.9,76.3,43.3,2.70,22.46
2015-05-04,0.37,51.4,65.2,78.9,51.8,0.28,20.73
2015-05-05,0.00,45.4,57.3,69.2,35.9,2.59,18.49
2015-05-06,0.17,46.9,57.3,67.8,31.3,1.43,18.94
2015-05-07,0.05,48.1,60.3,72.5,54.6,0.73,11.07
2015-05-08,0.12,59.0,69.5,80.0,56.3,0.65,21.16
2015-05-09,0.00,51.2,58.8,66.4,51.6,1.93,6.89
2015-05-10,0.00,42.5,54.5,66.4,42.8,1.84,11.89
2015-05-11,0.39,44.6,52.0,59.4,44.6,0.34,7.38
2015-05-12,0.05,43.0,53.3,63.5,46.1,0.13,8.40
2015-05-13,0.02,31.0,40.1,49.2,33.5,0.26,5.29
2015-05-14,0.00,38.4,49.1,59.7,33.0,1.67,10.95
2015-05-15,0.27,45.6,53.7,61.9,43.3,0.17,9.91
2015-05-16,0.00,48.7,55.9,63.1,52.2,0.13,6.04
2015-05-17,0.00,57.6,66.4,75.2,58.6,0.23,11.82
2015-05-18,0.29,49.0,62.2,75.4,57.9,0.46,13.37
2015-05-19,0.00,34.2,42.4,50.5,36.6,0.63,4.55
2015-05-20,0.00,30.4,40.3,50.1,30.4,0.22,6.53
2015-05-21,0.00,36.5,47.3,58.1,32.3,0.96,10.71
2015-05-22,0.00,36.5,53.9,71.4,34.0,0.62,19.54
2015-05-23,0.00,41.2,55.0,68.8,34.7,1.22,17.91
2015-05-24,0.00,52.3,63.9,75.4,43.1,2.40,22.27
2015-05-25,0.86,54.9,61.7,68.6,54.4,0.12,12.06
2015-05-26,0.10,57.8,65.4,73.0,60.1,0.17,10.02
2015-05-27,1.84,54.8,63.4,72.0,60.0,0.17,8.31
2015-05-28,0.28,53.1,64.2,75.3,56.3,0.37,13.31
2015-05-29,0.02,60.8,71.3,81.9,56.8,1.37,23.15
2015-05-30,1.29,53.1,64.7,76.3,60.0,0.46,11.77
2015-05-31,0.00,35.5,47.2,58.9,39.1,0.88,8.75
2015-06-01,0.00,39.3,50.6,61.9,36.5,1.25,11.65
2015-06-02,0.00,40.5,53.2,65.8,37.6,1.04,14.72
2015-06-03,0.00,49.8,61.0,72.1,41.9,2.60,18.83
2015-06-04,0.33,58.5,66.7,75.0,55.8,0.73,14.95
2015-06-05,0.01,57.0,64.5,72.0,59.1,0.33,9.08
2015-06-06,0.00,43.7,58.1,72.5,46.9,1.11,16.38
2015-06-07,1.04,50.2,61.2,72.1,51.1,0.51,14.74
2015-06-08,0.49,58.2,68.4,78.6,58.9,0.64,17.70
2015-06-09,0.39,54.5,64.7,74.9,55.5,0.23,14.46
2015-06-10,0.05,60.3,71.1,81.9,59.6,1.42,20.58
2015-06-11,0.00,58.5,67.7,76.8,51.8,2.86,19.64
2015-06-12,0.69,53.1,56.9,60.7,53.4,0.57,3.00
2015-06-13,0.00,54.1,64.7,75.3,53.1,0.88,16.89
2015-06-14,0.14,57.0,59.9,62.8,59.5,0.16,2.05
2015-06-15,0.00,60.5,69.6,78.8,61.9,0.49,15.01
2015-06-16,0.60,51.8,63.0,74.2,59.2,0.69,7.65
2015-06-17,0.03,55.7,63.5,71.2,50.0,2.29,14.47
2015-06-18,0.00,58.4,67.6,76.8,57.3,1.29,15.89
2015-06-19,0.00,48.5,63.1,77.8,51.5,1.11,18.42
2015-06-20,0.00,52.8,62.3,71.8,45.9,2.25,16.54
2015-06-21,0.09,56.4,64.2,72.0,58.2,0.21,8.34
2015-06-22,0.00,56.2,67.3,78.3,57.1,0.32,17.58
2015-06-23,0.71,56.4,68.0,79.7,59.6,0.62,14.26
2015-06-24,0.00,54.3,65.4,76.5,51.3,1.01,19.42
2015-06-25,0.00,57.9,68.5,79.0,57.1,0.61,19.59
2015-06-26,0.08,58.1,68.1,78.1,59.2,0.91,15.76
2015-06-27,0.00,53.9,64.9,75.9,56.5,0.51,15.60
2015-06-28,0.00,56.5,67.6,78.6,51.2,2.53,22.94
2015-06-29,0.04,59.3,65.5,71.8,57.6,1.06,11.26
2015-06-30,0.29,58.6,68.3,78.0,58.7,0.93,16.06
2015-07-01,0.00,45.2,57.1,68.9,49.5,0.76,10.64
2015-07-02,0.00,48.7,60.2,71.7,45.7,0.69,17.00
2015-07-03,0.00,50.2,62.3,74.5,49.3,0.90,17.78
2015-07-04,0.00,55.8,65.6,75.3,55.6,0.81,15.11
2015-07-05,0.00,61.3,71.7,82.1,61.0,0.74,20.76
2015-07-06,0.00,65.6,74.0,82.3,62.5,1.79,19.76
2015-07-07,0.65,52.2,63.8,75.4,60.3,0.71,5.56
2015-07-08,0.00,47.9,59.1,70.3,46.8,0.51,14.81
2015-07-09,0.00,51.8,61.4,71.0,50.7,0.55,14.02
2015-07-10,0.00,55.3,66.3,77.4,55.3,0.57,17.61
2015-07-11,0.00,58.2,70.2,82.2,58.7,0.66,22.37
2015-07-12,0.00,61.5,70.5,79.6,61.9,0.67,16.09
2015-07-13,1.08,63.4,73.4,83.5,65.7,0.73,17.58
2015-07-14,0.00,65.3,73.3,81.4,65.4,1.04,14.60
2015-07-15,0.00,48.6,62.6,76.6,53.7,1.30,15.12
2015-07-16,0.00,54.4,65.0,75.7,51.5,1.39,18.53
2015-07-17,0.33,61.7,68.0,74.3,61.5,0.48,12.59
2015-07-18,0.77,64.9,74.4,83.9,66.3,0.58,17.19
2015-07-19,0.00,61.6,73.6,85.7,64.7,0.99,20.60
2015-07-20,0.00,63.1,71.4,79.8,57.8,2.57,19.06
2015-07-21,0.00,55.0,67.7,80.4,56.3,1.92,20.60
2015-07-22,0.00,55.8,66.5,77.3,53.2,0.94,19.42
2015-07-23,0.00,61.0,70.7,80.5,58.9,1.66,19.84
2015-07-24,0.00,60.4,71.4,82.4,60.1,1.01,20.76
2015-07-25,0.00,65.4,73.1,80.9,64.7,0.92,15.72
2015-07-26,0.00,60.3,73.1,85.9,59.8,0.92,27.52
2015-07-27,0.00,57.7,70.6,83.4,60.1,0.78,23.01
2015-07-28,0.00,63.3,74.6,85.8,61.7,1.88,24.48
2015-07-29,0.00,66.9,75.1,83.4,66.0,2.35,15.43
2015-07-30,0.00,62.4,72.0,81.6,52.9,4.76,24.80
2015-07-31,0.00,62.4,72.9,83.3,55.9,3.84,25.09
2015-08-01,0.00,56.3,67.9,79.5,52.5,2.46,22.00
2015-08-02,0.13,62.6,72.2,81.7,55.4,0.87,24.14
2015-08-03,0.06,55.8,70.5,85.2,59.8,1.44,19.96
2015-08-04,0.00,56.3,65.3,74.3,51.7,1.45,17.14
2015-08-05,0.00,54.3,64.7,75.0,52.0,1.13,17.14
2015-08-06,0.00,55.1,65.6,76.1,54.7,0.87,16.85
2015-08-07,0.15,60.5,68.7,77.0,56.3,1.49,17.27
2015-08-08,1.08,60.3,63.9,67.5,61.9,0.43,2.27
2015-08-09,0.00,59.4,65.6,71.7,61.3,0.24,7.80
2015-08-10,0.29,62.9,70.7,78.6,65.7,0.21,11.30
2015-08-11,0.00,57.6,68.7,79.7,58.3,0.95,19.47
2015-08-12,0.00,52.4,65.4,78.4,54.1,0.40,18.95
2015-08-13,0.00,59.1,70.3,81.5,60.3,1.87,19.29
2015-08-14,0.00,68.8,75.6,82.4,67.8,1.38,14.83
2015-08-15,0.00,64.3,77.1,90.0,66.9,0.54,26.41
2015-08-16,0.00,67.3,77.8,88.2,66.0,1.39,26.03
2015-08-17,0.03,69.3,78.2,87.1,67.7,1.23,21.22
2015-08-18,0.66,62.4,67.2,72.0,63.5,0.49,5.80
2015-08-19,0.63,62.0,64.2,66.3,62.9,0.26,1.61
2015-08-20,0.09,54.3,60.6,66.8,56.4,0.42,5.18
2015-08-21,0.00,47.2,54.9,62.7,49.5,0.36,7.42
2015-08-22,0.00,53.7,65.4,77.1,56.7,1.14,14.90
2015-08-23,0.12,56.8,68.4,80.0,57.3,0.64,20.93
2015-08-24,0.00,53.5,58.3,63.0,51.0,1.62,6.50
2015-08-25,0.00,51.7,54.9,58.0,46.9,1.44,6.24
2015-08-26,0.00,52.5,55.7,59.0,50.7,1.50,4.41
2015-08-27,0.00,46.9,59.7,72.5,49.9,0.36,14.82
2015-08-28,0.00,50.2,62.2,74.1,55.6,0.33,14.77
2015-08-29,0.07,55.1,60.7,66.3,58.4,0.57,4.26
2015-08-30,0.00,51.4,59.4,67.3,57.6,0.10,5.24
2015-08-31,0.00,53.7,65.1,76.5,61.4,0.06,11.16
2015-09-01,0.00,61.7,69.6,77.5,65.5,0.20,9.76
2015-09-02,0.00,65.2,75.2,85.1,69.2,0.43,17.76
2015-09-03,0.42,64.9,73.1,81.2,67.6,0.39,12.63
2015-09-04,0.00,59.7,68.6,77.5,63.6,0.19,10.66
2015-09-05,0.00,62.7,71.8,80.9,65.2,0.63,14.07
2015-09-06,0.00,67.6,77.0,86.3,69.5,1.15,18.99
2015-09-07,2.86,68.0,77.0,86.0,69.3,0.37,16.14
2015-09-08,0.02,65.8,73.1,80.3,67.1,0.48,12.67
2015-09-09,0.59,48.7,62.5,76.3,58.0,0.36,12.52
2015-09-10,0.25,53.1,63.3,73.5,52.6,0.29,16.99
2015-09-11,0.00,47.0,58.8,70.6,49.5,0.28,13.20
2015-09-12,0.02,41.7,49.9,58.2,43.9,0.61,6.29
2015-09-13,0.00,40.3,52.3,64.3,41.5,0.32,12.38
2015-09-14,0.00,44.3,56.6,68.9,46.1,0.52,13.79
2015-09-15,0.00,52.6,65.4,78.2,57.9,1.58,15.09
2015-09-16,0.01,61.2,72.0,82.7,57.1,2.15,21.80
2015-09-17,0.00,63.2,72.4,81.6,62.3,2.49,15.98
2015-09-18,0.23,57.4,65.9,74.4,64.5,0.67,5.61
2015-09-19,0.28,51.1,60.3,69.6,53.2,0.67,11.55
2015-09-20,0.00,45.1,55.4,65.8,45.3,0.32,12.50
2015-09-21,0.00,48.1,58.4,68.7,46.6,0.70,13.85
2015-09-22,0.00,49.7,61.1,72.5,48.6,1.02,16.01
2015-09-23,0.00,52.9,63.1,73.4,58.7,0.35,9.68
2015-09-24,0.00,56.2,65.2,74.1,57.3,0.71,11.39
2015-09-25,0.00,55.4,63.6,71.7,57.2,0.65,10.28
2015-09-26,0.00,54.4,65.0,75.6,56.1,0.34,15.69
2015-09-27,0.00,51.6,62.7,73.8,56.1,0.11,13.04
2015-09-28,0.00,53.0,64.7,76.5,58.3,0.11,15.14
2015-09-29,0.26,50.8,61.4,72.0,57.4,0.27,7.97
2015-09-30,0.00,35.3,47.4,59.5,34.9,0.49,10.87
2015-10-01,0.00,37.8,49.1,60.5,35.6,0.95,11.48
2015-10-02,0.00,37.8,48.8,59.8,33.6,0.90,11.79
2015-10-03,0.00,37.3,48.2,59.1,36.4,0.69,10.00
2015-10-04,0.00,36.3,45.6,54.8,37.0,0.39,7.07
2015-10-05,0.00,37.8,45.1,52.3,44.4,0.24,3.82
2015-10-06,0.00,41.9,48.8,55.7,47.5,0.11,3.09
2015-10-07,0.00,40.5,53.1,65.7,46.2,0.49,10.26
2015-10-08,0.18,41.0,50.7,60.4,40.2,0.50,10.75
2015-10-09,0.51,46.9,53.6,60.4,49.5,0.31,2.77
2015-10-10,0.00,36.3,47.6,58.8,39.2,0.10,9.18
2015-10-11,0.00,39.2,51.0,62.9,43.5,0.36,10.50
2015-10-12,0.00,52.4,65.6,78.8,54.0,1.89,18.45
2015-10-13,0.09,44.8,54.4,64.1,43.0,0.61,11.78
2015-10-14,0.00,32.1,42.1,52.0,37.0,0.22,5.10
2015-10-15,0.00,33.2,47.9,62.5,35.3,0.26,12.51
2015-10-16,0.02,36.1,47.1,58.0,32.7,1.30,10.69
2015-10-17,0.00,29.6,37.1,44.6,21.8,1.35,6.46
2015-10-18,0.00,24.8,36.3,47.8,23.9,0.53,7.26
2015-10-19,0.00,25.1,40.2,55.3,27.7,0.52,10.08
2015-10-20,0.02,45.1,55.8,66.4,42.0,1.07,12.94
2015-10-21,0.00,44.7,54.1,63.5,43.5,0.79,9.86
2015-10-22,0.00,36.3,52.0,67.8,44.1,0.42,9.90
2015-10-23,0.00,36.6,48.3,59.9,36.8,0.47,11.01
2015-10-24,0.28,43.5,49.4,55.2,47.5,0.12,2.51
2015-10-25,0.05,35.3,45.9,56.5,40.7,0.13,4.18
2015-10-26,0.02,35.8,45.4,54.9,37.3,0.46,7.96
2015-10-27,0.03,41.8,46.5,51.3,41.2,0.39,4.25
2015-10-28,0.65,43.1,50.1,57.2,40.8,0.29,9.17
2015-10-29,0.40,32.6,40.0,47.3,37.7,0.13,1.26
2015-10-30,0.03,35.7,41.1,46.5,37.7,0.28,4.07
2015-10-31,0.11,40.1,43.2,46.4,38.9,0.47,2.97
2015-11-01,0.31,42.7,44.7,46.6,43.2,0.25,1.93
2015-11-02,0.00,43.1,48.1,53.1,40.5,0.95,5.07
2015-11-03,0.00,39.8,52.3,64.7,43.6,0.23,9.74
2015-11-04,0.00,42.0,56.2,70.3,45.2,0.23,15.09
2015-11-05,0.00,49.6,58.4,67.1,52.7,0.13,9.15
2015-11-06,0.22,40.5,51.9,63.3,50.6,0.53,4.70
2015-11-07,0.00,33.5,40.7,47.9,32.9,0.49,5.18
2015-11-08,0.00,28.2,35.3,42.4,26.2,0.49,4.68
2015-11-09,0.00,29.3,41.9,54.6,29.2,0.63,9.02
2015-11-10,0.00,27.9,42.4,56.9,29.8,0.37,9.38
2015-11-11,0.00,27.8,40.0,52.2,30.7,0.38,7.56
2015-11-12,0.58,39.1,46.2,53.3,42.1,0.25,5.93
2015-11-13,0.06,33.4,39.9,46.5,34.1,0.28,2.73
2015-11-14,0.00,22.3,29.5,36.6,24.3,0.18,2.59
2015-11-15,0.00,23.4,36.5,49.6,29.4,0.20,6.51
2015-11-16,0.00,31.6,46.0,60.5,36.1,0.23,10.25
2015-11-17,0.07,46.1,50.0,53.9,41.2,0.45,7.10
2015-11-18,0.50,46.7,51.6,56.4,50.5,0.24,1.21
2015-11-19,0.37,34.3,45.4,56.6,42.2,0.29,3.65
2015-11-20,0.00,27.1,30.4,33.7,18.4,1.09,3.08
2015-11-21,0.00,22.9,27.3,31.7,15.4,1.15,3.11
2015-11-22,0.00,11.8,19.6,27.4,11.1,0.38,2.39
2015-11-23,0.00,12.1,20.1,28.0,17.8,0.26,1.93
2015-11-24,0.00,25.1,32.3,39.4,26.2,0.36,3.17
2015-11-25,0.00,26.8,33.7,40.6,27.5,0.28,3.99
2015-11-26,0.00,32.2,37.5,42.8,35.5,0.16,2.57
2015-11-27,0.50,26.7,34.6,42.6,33.2,0.10,0.91
2015-11-28,0.00,13.2,19.9,26.6,16.4,0.25,1.38
2015-11-29,0.00,13.9,22.9,32.0,14.2,0.27,2.94
2015-11-30,0.00,15.8,26.5,37.2,22.7,0.44,3.42
2015-12-01,0.33,31.3,33.9,36.5,31.0,0.19,1.76
2015-12-02,0.14,26.7,31.0,35.3,29.8,0.06,1.23
2015-12-03,0.00,26.8,30.7,34.6,29.5,0.12,1.53
2015-12-04,0.00,25.2,31.9,38.6,26.7,0.41,2.64
2015-12-05,0.00,25.0,36.2,47.4,27.9,0.29,5.73
2015-12-06,0.00,28.9,37.2,45.5,29.7,0.16,4.97
2015-12-07,0.00,28.6,34.9,41.1,32.5,0.08,1.88
2015-12-08,0.00,29.3,32.8,36.4,32.6,0.03,0.57
2015-12-09,0.01,35.5,38.5,41.5,35.5,0.23,1.90
2015-12-10,0.00,33.6,37.5,41.5,34.4,0.17,2.01
2015-12-11,0.09,36.8,43.4,50.1,36.9,0.39,4.06
2015-12-12,0.00,33.4,36.0,38.6,33.0,0.34,1.61
2015-12-13,0.40,36.7,38.6,40.5,36.5,0.10,1.24
2015-12-14,1.33,40.4,44.4,48.4,43.8,0.00,0.48
2015-12-15,0.77,30.6,35.6,40.5,33.3,0.16,1.21
2015-12-16,0.04,30.5,33.1,35.7,29.1,0.20,1.26
2015-12-17,0.22,24.1,33.9,43.6,31.1,0.12,2.30
2015-12-18,0.00,17.1,22.2,27.4,15.4,0.72,1.90
2015-12-19,0.00,8.9,14.2,19.5,7.0,0.47,1.49
2015-12-20,0.00,8.9,16.2,23.5,10.1,0.44,1.96
2015-12-21,0.00,23.5,31.8,40.2,29.8,0.10,2.86
2015-12-22,0.02,28.7,31.7,34.7,28.8,0.20,1.03
2015-12-23,0.08,28.8,31.4,34.0,30.8,0.07,0.48
2015-12-24,0.86,26.8,35.5,44.3,35.4,0.03,0.83
2015-12-25,0.00,23.3,25.2,27.1,23.1,0.20,0.78
2015-12-26,0.00,23.8,25.3,26.9,22.6,0.31,0.74
2015-12-27,0.02,26.4,29.4,32.3,27.5,0.27,1.11
2015-12-28,0.00,16.7,23.1,29.6,16.8,0.49,1.82
2015-12-29,0.46,18.5,20.7,22.9,16.7,0.37,0.99
2015-12-30,0.02,20.0,22.8,25.7,20.2,0.15,1.08
2015-12-31,0.00,19.8,23.2,26.6,20.4,0.20,1.03
2016-01-01,0.00,13.9,17.6,21.2,11.9,0.38,1.34
2016-01-02,0.00,14.2,18.6,23.0,14.7,0.29,1.09
2016-01-03,0.00,12.7,21.2,29.7,16.9,0.23,2.24
2016-01-04,0.00,15.0,20.4,25.8,17.1,0.47,1.63
2016-01-05,0.00,8.3,15.8,23.4,7.5,0.26,2.13
2016-01-06,0.00,10.2,18.8,27.5,16.3,0.18,1.71
2016-01-07,0.01,19.0,25.2,31.4,23.4,0.22,1.70
2016-01-08,0.25,28.2,30.8,33.3,30.6,0.07,0.65
2016-01-09,0.17,30.0,32.6,35.3,32.6,0.04,0.43
2016-01-10,0.03,-1.5,13.9,29.2,12.2,0.15,0.85
2016-01-11,0.00,-13.2,-5.4,2.4,-11.3,0.17,0.63
2016-01-12,0.04,-14.0,-4.6,4.8,-6.6,0.17,0.74
2016-01-13,0.00,-9.8,-3.2,3.5,-9.8,0.17,0.72
2016-01-14,0.00,-6.9,2.2,11.3,2.2,0.16,0.55
2016-01-15,0.00,11.3,19.5,27.6,18.9,0.06,0.88
2016-01-16,0.00,14.5,21.1,27.6,20.6,0.13,1.19
2016-01-17,0.00,-12.2,-0.3,11.7,-9.4,0.21,0.76
2016-01-18,0.00,-14.4,-8.7,-3.0,-16.8,0.17,0.56
